yellow_coin: .word 32, 32
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,55,55,55,55,55,55,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,55,55,55,55,55,55,55,55,55,55,55,55,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,55,55,55,55,55,55,55,55,55,55,55,55,55,55,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,199,199,199,199,199,199,199,
199,199,199,199,199,199,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,199,199,199,199,199,199,
199,199,199,199,199,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,199,199,199,199,199,
199,199,199,199,199,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,199,199,199,199,199,
199,199,199,199,199,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,199,199,199,199,199,
199,199,199,199,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,199,199,199,199,
199,199,199,199,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,199,199,199,199,
199,199,199,199,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,199,199,199,199,
199,199,199,199,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,199,199,199,199,
199,199,199,199,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,199,199,199,199,
199,199,199,199,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,199,199,199,199,
199,199,199,199,199,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,199,199,199,199,199,
199,199,199,199,199,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,199,199,199,199,199,
199,199,199,199,199,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,199,199,199,199,199,
199,199,199,199,199,199,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,199,199,199,199,199,199,
199,199,199,199,199,199,199,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,55,55,55,55,55,55,55,55,55,55,55,55,55,55,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,55,55,55,55,55,55,55,55,55,55,55,55,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,55,55,55,55,55,55,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,


